Author	Rating 	Helpful - found	Helfpful%	Comments	Helpful - Total	Number of Records	Product Code	Product Name	User Rating	Sentiment	Usefulness	Product Posted On
Manoj Dhiman	5	0	0	It's very handy & amazing product from PHILIPS...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-08-2014
Rohit Dhalwani	5	0	0	Really nice product. One day product delivery rocks.!!	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-08-2014
Bharath Yk	5	0	0	Product is good. Perfect thing to shape your beard. Will run for 3-4 times once charged. Go for it if budget is less than 1200. Shipment was quite fast enough.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-08-2015
Rahul M	5	0	0	I went with this version as it had the .5 setting but I ended up using it without the cover. :) Really good trimmer worth every buck. Does a clean job. Looks cool on the rack. And easy maintenance.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-08-2015
aneeshkumar ap	5	0	0	this is good item.very useful and simple to use	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-08-2015
manish	5	0	0	Very good product ... very good in trimming as compared to older Philips trimmer .. bought this product as my old machine was giving problems .Easy to handle .. very fine trim and in 1 time charging I can use it for 3 times.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-08-2015
Kishore Kumar	5	0	0	"Bought exactly 1 year ago, almost used twice a week and still working very fine. For the price, it is the best trimmer available in the market. Very smooth and fast."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-12-2014
Ginto	5	0	0	"Pros:', 'Easy to use', 'Battery life is good', 'Less charging time, can work with main too.', 'Nice and clean trimming.', 'Cons:', 'No case provided."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-02-2015
Vikash Kumar	5	0	0	"I Loved it, Packing was excellent & Product was even safe when reached to me. Hope for this type of Service Every time."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-02-2015
Sandip Patel	5	0	0	Very good product as Trimming finishing is awesome. very nice product and nice delivery by Amazon. so go for it...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-01-2015
Shubham Deshmukh	5	0	0	"Thanks amazon, for delivering it in one day..Best in class service.', 'About product, since i am using it, i found no flaws, trims beard very easily. Baught it second time as a gift to friend.."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-07-2014
Skanda Raj	5	0	0	cool product from philips..main thing about this is blade gets heated soon and no full charged indicator.good love it! awesome! one thing is that..the blade gets heated to some extent.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-07-2014
Amazon Customer	5	0	0	Service is awesome.product is beast.battery backup is good	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-07-2015
Divij Raval	5	0	0	"Very good product.', 'It is very useful to trim fastly.Battery charging taking much time but exept for this it is a very good product."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-06-2015
VJ	5	0	0	"A good trimmer for the true amount..', 'Making trimming easier than ever before..', 'Beautiful"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-06-2015
Ms	5	0	0	I took it as a gift for my bf..he loved it soooo much!!! its pretty easy to use. Its a wonderful product.. i am too happy by its service. I would like to buy another one or more in future as well ..	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-03-2015
Sumit Jangra	5	0	0	"The trimmer overall is very nice, comfortable and not at all hurts. Warranty period is also very good."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-03-2015
Amit Patel	5	0	0	"First thanks to amazon for it's super fast delivery, I got it within only 2 days and obesely  it is  very nice and satisfied product In the proportion of its price.  because on the by this product, you will get 2 year warranty with 1 year extra/additional warranty . For get 1 year extra warranty  you need to register your product on philips's site with it's product number, this product number will be at behind your trimmer for more information contact customer care (of Philips)."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-05-2014
annamnaidu	5	0	0	"It is very good.', 'i have been using this since 4 months, weekly isue this for trim. only once i charged fully then 2 months continuously used without charging again, it working fine. design is also very good"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-05-2014
aravindraj desai	5	0	0	"good one for beard men, quite not preferable for clean shaver's... recommended..."", ""good one for beard men, quite not preferable for clean shaver's... recommended..."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-05-2014
Nanda Kumar	5	0	0	Good one....item is as described by the seller. So far very satisfied.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-05-2015
Kapil Dubey	5	0	0	this product is good and provide more flexibility.........	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-11-2014
chandu	5	0	0	I loved it the product was very satisfactory.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-11-2014
tushar himmatlal pansuriya	5	0	0	"Its good item', 'Delivery is faster than other online market"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-11-2014
Gourab	5	0	0	"Fabulous product... working good.... i have extended it's warranty from 2 yrs to 3 yrs, thanks Philips,thanks amazon........."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-10-2014
Nitin S.	5	0	0	Excellent product.. very easy to use and handy	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-09-2015
vicky	5	0	0	Its battery life is very long lasting. and also a durable product.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		19-09-2015
Manish Yadav	5	0	0	"Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)', 'Use after every 4-5 days', 'Woking perfect, i would suggest to use this product"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-04-2014
Prince chelladurai	5	0	0	"Awesome product with a great deal in price thanks to amazon!! This trimmer has the great battery backup even after without using it for weeks am able to switch it on with ease!! The battery gets drained up very slowly so no issues in going for it!! Panning to buy it , don't hesistate go for it."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-04-2015
Siddharth Dias	5	0	0	It works well and doesn't require a lot of charging.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-04-2015
gaurav	5	0	0	"Nice product, worth buying on this price."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-04-2015
santosh	5	0	0	Best pricprice and working fine without any issues !!	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-04-2015
Prashant	5	0	0	Philips product are always satisfactory and deliver. Value for money. Great buy!	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-08-2015
tushar bhole	5	0	0	Very nice trimmer light weight and its battery last for 42 mins ....its value for money...m happy to buy this but I want know can we purchase a new Philips blade for this trimmer	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-08-2015
Chezhian	5	0	0	it was a good deal. received the products in a good packing and with good quality and on time	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-12-2014
Mohan Gowtham	5	0	0	good product with in my price range...i strongly recommend it	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-12-2014
hariishaancker	5	0	0	"Its an awesome product. Specially persons like me who don't want to shave daily and also have to look good for office."", 'After charging once I can use it entire week. Easy handing, easy charging and easy carrying. Recommended to all my friends and all have placed orders.', 'Indeed a very good Personal Care Product from Philips."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-12-2014
leblanc	5	0	0	"Excellent product, as described. Has a sturdy built. The length adjuster works just fine. I would suggest you not to buy the cheaper unknown trimmers as they don't work well, and also as they may lead to accidents"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-12-2014
rohan	5	0	0	Nice attachment. Good battery life. Nice even cut.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-12-2014
siddharth	5	0	0	It does what it says. Precise trimmer with 20 settings and all of them works perfectly. It works with a quick charge of 1 hour. :)	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-02-2014
rahul	5	0	0	"Its awesome beard trimmer all time I recommend to all of u buy  this one', 'With best price at amazon', 'Thanks philips"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-07-2014
souradip deb	5	0	0	very easy to use and very easy to make different shapes using it..a very good product.it will be a very good buy	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-07-2014
Rajha	5	0	0	awesome. ... I feel happy.. looks stylish and keep us also stylish. . worth for this money . . :-)	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-06-2014
Rakesh V Sonth	5	0	0	It gives a perfect trim for a beard up to .5mm. Works perfectly with a 10 hour charge it gives up to 5 trims.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-06-2014
vivek kumar singh	5	0	0	"it really comfortable...skin friendly....close and clear cut.....long life after full charge....itss wonderful experince after using it....5/5', '......light weight....it easily get adjusted on your face.."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-06-2014
Mahavir Chhasatiya	5	0	0	This is my first trimmer.after use this product i love it.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-06-2015
yogesh arya	5	0	0	"i like this product, its very good and easy to use .', 'very good battery back up . . ."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-03-2014
Kannan V	5	0	0	Nice product.. worth for money.. prompt delivery...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-03-2015
Nasheeth	5	0	0	Good.. Easy to use. worth for the price. Thanks	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-03-2015
TJ	5	0	0	"Good product.', 'Nice design and good battery backup.', 'Works as expected.', 'and no issues in warranty too."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-03-2015
laxman	5	0	0	Very nice product. Good delivery by Amazon...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-03-2015
Priyanshu Saini	5	0	0	FIRST OF ALL THANKS TO AMAZON FOR EXPRESS DELIVERY. THIS TRIMMER VERY LOW SOUND AND WORKS WELL. LOOK IS ALSO VERY ATTRACTING. WORKS VERY GOOD WITHOUT GIVING ANY PAIN.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-05-2014
Naiyer	5	0	0	"The build quality is solid and the device itself works flawlessly. The battery backup is a major strength. What took me by surprise is the precision it offers. Overall an excellent choice. By registering on Philips, I was able to extend the warrantee by a year."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-05-2015
raghuram	5	0	0	always good delivery and nice support from amazon.in.........nice product too	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-05-2015
sakhiya manoj	5	0	0	superb produce and superb work by amazon..with in 24 hrs delivery superb yar....	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-10-2014
vikas sharma	5	0	0	Awsome and powerful machine..totaly love it...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-10-2015
syed abuzer jafri	5	0	0	Perfect hair trimmer with mutiple options........	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-09-2014
kaushik rao	5	0	0	"Very handy, portable and satisfactory battery"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		02-09-2015
Mohsin Zunzunia	5	0	0	"Works really well, and is a lot quieter than the older Philips trimmer I had before. Overall, I'm pretty satisfied."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-04-2014
GKM	5	0	0	"This is a niche product and must have for ones who have very thick and dense beard.', 'This cuts very fine and easy to use.', 'Look and feel of it is nice.', 'You can save money as well as time using this.', 'With lowest teeth setting you can have a beard which look one day grown."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-08-2014
Arnab Sutradhar	5	0	0	Brilliant. Great trimmer. After 8 months of usage it has not lost its sharpness. Very good. Definitely recommend it.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-08-2015
Deepak	5	0	0	Very fast delivery. Better spend extra penny for early delivery than wait for free delivery. Nice product.5more stars for product.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-08-2015
vivek garg	5	0	0	Best Trimmer I ever bought. Best use of money. If you want then purchase it without any second thought.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-08-2015
Abhinav Sharma	5	0	0	awesume expierence and brilliant battery backup of trimmer.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-12-2014
R.Rajasekaran	5	0	0	I got this product from amazon and found that this was one of the best product i have ever used for trimming. Gives a clean trim and also a perfect shaped beard.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-12-2014
Anchit Rastogi	5	0	0	Got it at a very good deal like never  before. on time delivery	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-02-2015
chethan kv	5	0	0	Philip s nice trimmer good quality thank amezon	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-02-2015
Aravind	5	0	0	"Really worth it.', ""Its skin friendly, U'll have a very smooth movement, 5 mins is more than enough to trim off your beard. If u use it at minimum level i.e 0.5 mm,"", 'Our face looks as if we have shaved. Hope we cant make out difference between shaved face and trimmed face. Its lovely."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-01-2014
Rajavel Dhandabani	5	0	0	"Excellent condition, battery backup is good."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-01-2015
Akhil s b	5	0	0	nice for my face its good  and awesome .The delevary of this item was so fast and at proper time	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-07-2014
DD	5	0	0	"I bought it in jst 940 bucks..Superb trimmer..smooth,easy to use..good one"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-07-2015
RANJITH P	5	0	0	Good product. Used it twice & I must say good value for money.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-07-2015
Rajender Goswami	5	0	0	Really worth buying product Thank you Amazon.in and Philips :)	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-07-2015
PiyushSamant	5	0	0	Wonderful product. must have for every man	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-06-2015
ADIL GARG	5	0	0	"Super fine blades,easy to use', 'In time delivery.', 'Time saving doremon device"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-03-2015
Sakthi Nathiarasan A	5	0	0	"very Superb...good charging, smoothness in use"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-03-2015
mowli ram	5	0	0	"very good product at this price', 'friends register this product after you bought to extend the warranty for additional 1 year"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-03-2015
Abhijit Chakrabarti	5	0	0	Heavy duty powerful trimmer...keep it with you wherever you go. Nice ranging from .5 to 10 mm. Handy enough and sexy looking.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-05-2014
Abhilash	5	0	0	"Best in class product! Amazing battery backup, smooth trim."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-05-2015
Jithin Prasad	5	0	0	"Excellent Product. With out a doubt you can go for it.', 'As told its skin friendly. Light weight. After opening the Amazon box i doubt wheather there is Trimmer in the philips box. Its weight was as if its an empty box. Very very light weight product..', 'Price is a little high, but in market it costs around 1500, nd Amazon sells is for 1200.', 'Delivered one-day before the estimated delivery', 'Overall Satisfied with the product and delivery."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-05-2015
Mani Thamizharasan	5	0	0	Good product quality& its best suited my expectations.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-05-2015
PUNEET SHARMA	5	0	0	"I am using it for last 8month. I Must say it's the best with in range of 1200... If u want a 0.5 mm beard it is best .."", 'BATTRY LIFE is awesome  only if u use 3time in a weak.', ""And the best part it does'nt even hurt  thanks to its round edge"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-05-2015
Sateesh	5	0	0	Good product nd good seller nd good price nd battery backup full energy and best trimmer	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-05-2015
Muhsin Puthalath	5	0	0	Very good  product from Philips  on this cheap price	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-11-2014
Ashlyn	5	0	0	Just love this product...was very precise trimming...however be very careful when setting the trimming height..Also very easy to hold.. One small point you have to be careful is how to hold it...as the hold can easily turn the device off.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-10-2013
raghavendra n	5	0	0	good deal...very nice product from philips..its gives smooth trimmer up to 0.5mm....tnx amazon	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-10-2014
Vishnu Sankar	5	0	0	Good and easy use. I liked it very much	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		20-09-2015
Aneesh Abdul Rahim	5	0	0	Im very much satisfied with this trimmer. This is what u needed if you  looking for easy to use travel friendly/ compact trimmer.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-04-2014
balachander	5	0	0	"excellent trimmer with high perfomance', 'the battery charging was very good', 'excellent trimmer i ever had in my carrier this is very good trimmer"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-04-2014
Kiran B Hulkannavar	5	0	0	Really good product with a great price. As always Amazon provides the best service. The product quality is really good and very easy to use. I would recommend this product with 100% confidence	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-04-2015
DAVINDER PAL	5	0	0	"excellent product,like amazone the most"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-08-2014
Uday Bharti	5	0	0	This is a simple and awesome trimmer. It's very easy to use. Whenever I use it it feels good. Simply incredible	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-08-2014
Uday Khakhar	5	0	0	Nice Product. Very Cost Effective and gets the Job Done.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-08-2014
Srikanth	5	0	0	Great product and excellent battery life. Highly recommended	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-12-2014
Dr.Chandan Das	5	0	0	Very good buy and excellent product of very good quality and excellent price very satisfied with my purchase thank you very much and very good buyed of good quality good	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-02-2014
Ashish Savani	5	0	0	Awesome service and I got genuine products	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-02-2015
Solomon	5	0	0	"I would advise to buy this product for regular use. Good one. Amazon delivered it very nicely.', 'Thanks."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-02-2015
sai srikar	5	0	0	"Best trimmer at this price....you will be shocked by its performance', 'Easy to use', 'Precise trimming', 'Excellent product"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-02-2015
Vikram Arvind	5	0	0	"Everything is good ; except for the charging time.', 'Needs 10 hours to recharge for 45 mins usage.', 'Verdict : Exceptional value for money product if you remember to plug it in before you sleep."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-07-2014
Sunil	5	0	0	"Have ordered this for the first time in Amazon.com .. far more better than what i had expected..', 'Packing was so good.. received within 2 days from the ordered date..', 'Trimmer was awesome.. trims the beard well, especially .5mm helps u to trim to a desired level accurately.."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-06-2014
jasbir	5	0	0	Easy to handle no rocket science and the best part is there is no chance of any scars on face while trimming ..	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-06-2014
Naresh	5	0	0	"good product and I am not facing any trouble as of now this product. It satisfied my expectations.', 'Thank you Amazon"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-03-2015
JOYTIRTH	5	0	0	easy to use... looks nice !!!!! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-05-2014
anilkumar	5	0	0	"Its so good. easy handling and battery backup is good.. i preferred it, as it starting from 0.5mm and its worth."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-05-2015
Kumar Ragam	5	0	0	It's Good and stylish one . Working condition is awesome.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-10-2014
O P MURALI	5	0	0	It's really good and valuable...product looks fine without any defect... !! Delivery was also accurate :)	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-10-2014
luvi johal	5	0	0	"very good nd genuine price ,good delivery.!!recommend to all buyers must purchase it for home usage"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-10-2014
vikram singh	5	0	0	"awesome treamer, time saver, awesome look"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-10-2014
puneet agarwal	5	0	0	It is very good to have this product. Delivered on time.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-09-2014
srinivas thota	5	0	0	I am using it since eight months.superb quality.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		21-09-2015
sadhu.narasimhamurty	5	0	0	Very nice and good.But sometimes on and off button was problemed	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-08-2015
Satwik	5	0	0	"At this price, this device provides the maximum functionality and finesse. You can do all the general beard pattern grooming with this tool and it is comparatively much more sturdy than its panasonic counterpart."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-12-2014
thulasi	5	0	0	"Very good ,working good ,delivered safetly"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-12-2014
